z_value,k_value,sep
791265100,217,5529
886311534,217,5533
859432044,217,5550
824914883,217,5557
882716472,217,5559
131780070,217,5573
869974285,217,5601
832018131,217,5601
883024745,217,5616
860086694,217,5616
879972233,217,5618
865670127,217,5618
829768959,217,5624
831504328,217,5631
842299054,217,5648
831008269,217,5652
134992864,217,5654
858399265,217,5655
23192259,217,5655
844178262,217,5658
141006503,217,5663
144241786,217,5672
139575165,217,5673
869940663,217,5679
139681006,217,5688
791226695,217,5696
812736999,217,5700
807794200,217,5704
794216251,217,5704
861421375,217,5717
794963511,217,5717
138120153,217,5717
133426770,217,5717
138683285,217,5718
139951576,217,5726
791220967,217,5728
799027729,217,5749
869999982,217,5753
861128257,217,5764
862847370,217,5766
865675745,217,5772
141000720,217,5783
856537460,217,5786
886197083,217,5790
869689989,217,5802
824932334,217,5815
867057102,217,5819
886331177,217,5823
793554953,217,5826
886113653,217,5831
835725836,217,5832
836349301,217,5834
799837141,217,5841
867041748,217,5857
863023413,217,5857
886762629,217,5861
859612561,217,5863
832703787,217,5870
824289111,217,5870
840940970,217,5871
835079629,217,5876
838030569,217,5881
143934204,217,5890
791418190,217,5908
828158266,217,5919
983967824,217,5920
852016633,217,5928
832523160,217,5928
801514239,217,5933
138643502,217,5940
821970867,217,5966
859426076,217,5968
879061836,217,5970
790839165,217,5985
885009052,217,5995
836921770,217,5995
138539463,217,5996
886396608,217,6001
793970640,217,6002
885575252,217,6038
825248987,217,6055
836894664,217,6059
863390828,217,6062
141873258,217,6080
870058338,217,6088
885022896,217,6097
853814061,217,6124
910582950,217,6125
814930803,217,6126
873601921,217,6138
825208207,217,6146
824548859,217,6148
823788506,217,6153
886186336,217,6156
827895564,217,6185
833564614,217,6190
135048441,217,6198
859407542,217,6202
888346357,217,6205
869949827,217,6241
143521849,217,6244
848600273,217,6252
139474781,217,6253
822305266,217,6254
829309593,217,6277
869419732,217,6278
824304194,217,6282
139886859,217,6283
869924934,217,6285
147658547,217,6289
23652089,217,6291
826125966,217,6292
847668375,217,6293
886390310,217,6298
848455711,217,6304
23756524,217,6310
861079389,217,6324
822767083,217,6327
795436960,217,6331
845709127,217,6332
840008501,217,6332
878944540,217,6336
824069582,217,6337
857586036,217,6345
163836760,217,6345
886005773,217,6346
864264994,217,6347
827554874,217,6350
869670212,217,6352
830990802,217,6352
799540596,217,6357
823963641,217,6372
147669668,217,6375
143049443,217,6377
23373865,217,6379
869918552,217,6382
880150319,217,6383
833000890,217,6385
812140993,217,6387
871622021,217,6389
818782269,217,6389
887224482,217,6393
983266194,217,6400
837922380,217,6400
823543628,217,6408
819633681,217,6424
836931704,217,6432
856255500,217,6434
815053725,217,6434
845941849,217,6442
839327824,217,6445
144938387,217,6452
132017387,217,6456
845702665,217,6462
828223323,217,6482
856740133,217,6509
852170283,217,6510
882510221,217,6526
863384261,217,6530
815032245,217,6535
827004621,217,6536
820966968,217,6549
834880189,217,6555
873608059,217,6562
982388096,217,6563
851319080,217,6568
845974925,217,6570
842381342,217,6577
838307123,217,6588
826733782,217,6594
870121105,217,6599
833720273,217,6609
838922544,217,6629
869799342,217,6642
984906710,217,6648
137924414,217,6659
861100545,217,6662
839347802,217,6662
839582040,217,6667
145617761,217,6668
835048629,217,6677
983204558,217,6681
825427711,217,6693
794270914,217,6696
842187220,217,6708
807803934,217,6709
131796354,217,6710
845915914,217,6714
843874034,217,6716
140395182,217,6718
825158341,217,6725
822983407,217,6738
861027186,217,6742
856261934,217,6746
834946184,217,6752
137533118,217,6764
903784442,217,6765
839321058,217,6766
815199483,217,6782
839766841,217,6788
799939822,217,6794
828216528,217,6795
873582780,217,6799
982332123,217,6815
882697047,217,6834
851275889,217,6847
851029415,217,6856
133559212,217,6873
983973744,217,6878
138475732,217,6881
